央视,#genre#	
盗墓方法,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625681367
周润发,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639526984
古龙作,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528313
周星驰,http://112.74.200.9:88/tv000000/m3u8.php?/migu/623338112
成龙,http://112.74.200.9:88/tv000000/m3u8.php?/migu/707671890
张国荣,http://112.74.200.9:88/tv000000/m3u8.php?/migu/707689526
郭富城,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528330
刘德华,http://112.74.200.9:88/tv000000/m3u8.php?/migu/659315648
KiD影院9,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198822/index.m3u8
KiD影院10,http://112.74.200.9:88/tv000000/m3u8.php?/migu/617432318/index.m3u8

影视,#genre#
南京影视,http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
兴隆影视,https://jwcdnqx.hebyun.com.cn/live/xlys/1500k/tzwj_video.m3u8
河北影视,http://live6.plus.hebtv.com/hbysx/hd/live.m3u8
东方影视,http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8
福州影视,http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
江苏影视,http://183.207.248.13:80/PLTV/4/224/3221225937/index.m3u8
平泉影视,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
陕西影视,http://111.20.33.93/PLTV/88888893/224/3221226360/index.m3u8
四川影视,http://182.151.211.171:808/hls/53/index.m3u8
兴隆影视,https://jwcdnqx.hebyun.com.cn/live/xlys/1500k/tzwj_video.m3u8
西安影视,http://stream2.xiancity.cn/xatv4/playlist.m3u8
徐州影视,http://stream1.huaihai.tv/wyys/playlist.m3u8
徐州影视,http://stream1.huaihai.tv/wyys/playlist.m3u8
南宁影视,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
衡水影视,http://hls.hsrtv.cn/hls/hstv2.m3u8
海西影视,http://stream.haixitv.cn/1/sd/live.m3u8
江苏影视,http://183.207.248.13:80/PLTV/4/224/3221225937/index.m3u8
东方影视,http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8
河北影视,http://live6.plus.hebtv.com/hbysx/hd/live.m3u8
福州影视,http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
隆化影视,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
平泉影视,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
兴隆影视,https://jwcdnqx.hebyun.com.cn/live/xlys/1500k/tzwj_video.m3u8
绍兴影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
浙江影视,https://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
南宁影视,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
上海影视,http://111.40.196.28/wh7f454c46tw1127318098_1235980081/PLTV/88888888/224/3221225615/index.m3u8?
icpid=88888888&RTS=1647066165&from=1&hms_devid=223
河北影视,http://live6.plus.hebtv.com/hbysx/hd/live.m3u8
湖南影视,http://111.40.196.30/PLTV/88888888/224/3221225660/index.m3u8
隆化影视,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
海西影视,http://stream.haixitv.cn/1/sd/live.m3u8
溧水影视,http://live.lsrmw.cn/ysyl/sd/live.m3u8
吉林影视,http://stream1.jlntv.cn/yspd/sd/live.m3u8?_upt=f6b685651648171016
江苏徐州影视,http://183.207.248.15/PLTV/3/224/3221225949/index.m3u8
北京影视,http://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s4/index.m3u8
镇海先锋影视,http://pluslive.zhxww.net/channel2/sd/live.m3u8
河北影视频道,https://live6.plus.hebtv.com/hbysx/playlist.m3u8?_upt=d3ab1b741648035290
广西影视,http://111.59.189.40:8445/tsfile/live/1024_1.m3u8
柳林影视,http://pili-live-hls.212.i2863.com/i2863-212/live_212_316579.m3u8
滨海影视,http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8
福州影视,http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
河北影视剧,http://live6.plus.hebtv.com/hbysx/hd/live.m3u8
烟台影视,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8
西安文化影视,http://stream2.xiancity.cn/xatv4/sd/live.m3u8
山西影视,http://liveflash.sxrtv.com/live/sxfilm.m3u8
菏泽影视,http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8
柳林影视,http://pili-live-hls.212.i2863.com/i2863-212/live_212_316579.m3u8
河北影视,http://live6.plus.hebtv.com/hbysx/playlist.m3u8?_upt=a91475711648034289
江苏影视,http://183.207.248.13:80/PLTV/4/224/3221225937/index.m3u8
东方影视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dsjpdhd/2300000/mnf.m3u8
石河子影视文体,http://202.107.188.141:5002/shiheziyinshiwenti_hdgq.m3u8?token=guoziyun
衡水影视娱乐,http://hls.hsrtv.cn/hls/hstv2.m3u8?checkedby:iptvcat.com
嘉兴文化影视,http://pluslive.jiaxingren.com/whys/sd/live.m3u8
北京影视,http://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s4/index.m3u8?time=
影视频道,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
定州国学影视,https://jwcdnqx.hebyun.com.cn/live/yspd/1500k/tzwj_video.m3u8
江苏影视,https://live-hls.jstv.com/livezhuzhan/jsys.m3u8?upt=2012408f2510710360#https://litchiapp-hls.jstv.com/lizhiapp/jsys.m3u8
江苏影视频,http://183.207.248.15/PLTV/4/224/3221225937/index.m3u8
哈尔滨影视,http://39.134.67.226/PLTV/88888888/224/3221225700/index.m3u8
定州国学影视,https://jwliveqxzb.hebyun.com.cn/yspd/yspd.m3u8
佛山影视,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_yspd.m3u8
北京影视,http://111.6.126.218:80/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s4/index.m3u8?$全网超清1080P
东方影视,http://140.207.241.2:8080/live/program/live/dsjpdhd/2300000/mnf.m3u8
东方影视,http://111.40.196.28/PLTV/88888888/224/3221225615/index.m3u8?$移动高清720P
广东影视,http://183.63.15.42:9901/tsfile/live/1007_1.m3u8
山西影视,http://liveflash.sxrtv.com:80/live/sxfilm.m3u8?$全网高清720P
河北影视剧,http://live6.plus.hebtv.com/hbysx/hd/live.m3u8?$全网高清540P
北京影视,http://111.6.126.218:80/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s4/index.m3u8
长沙影视频道,https://hls.quklive.com/live/1551749282880742/index.m3u8
徐州影视,http://stream1.huaihai.tv/wyys/playlist.m3u8#http://183.207.248.15/PLTV/3/224/3221225949/index.m3u8
北京影视,https://wstvcpudali.v.myalicdn.com/wstvcpud/udrmbtv4_1/index.m3u8?adapt=0&BR=audio
河北影视,https://jwplay.hebyun.com.cn:443/live/hbystv/1500k/tzwj_video.m3u8
山西影视,http://liveflash.sxrtv.com:80/live/sxfilm.m3u8
东至影视频道,http://223.247.33.124:1935/live/yingshi/playlist.m3u8
万州影视文艺,http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8
万州影视文艺,http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8
福州影视,http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
新泰影视频道,http://111.17.214.4:1935/live/xtys/playlist.m3u8
新泰影视频道,http://live.xtgdw.cn:1935/live/xtys/playlist.m3u8
新昌休闲影视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
西安文化影视,http://stream2.xiancity.cn/xatv4/sd/live.m3u8
隆化影视频道,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
刘亦菲影视,http://117.148.179.165/PLTV/88888888/224/3221231787/index.m3u8
吉林影视,http://stream1.jlntv.cn/yspd/sd/live.m3u8
东方影视,http://140.207.241.3:8080/live/program/live/dsjpdhd/4000000/mnf.m3u8
浙江绍兴影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
浙江影视台,http://hw-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8
浙江教科影视,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
北京影视,http://111.6.126.218:80/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s4/index.m3u8
长沙影视频道,https://hls.quklive.com/live/1551749282880742/index.m3u8
北京影视,https://wstvcpudali.v.myalicdn.com/wstvcpud/udrmbtv4_1/index.m3u8?adapt=0&BR=audio
河北影视,https://jwplay.hebyun.com.cn:443/live/hbystv/1500k/tzwj_video.m3u8
山西影视,http://liveflash.sxrtv.com:80/live/sxfilm.m3u8
徐州影视,http://stream1.huaihai.tv/wyys/playlist.m3u8#http://183.207.248.15/PLTV/3/224/3221225949/index.m3u8
东至影视频道,http://223.247.33.124:1935/live/yingshi/playlist.m3u8
万州影视文艺,http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8
万州影视文艺,http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8
福州影视,http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
新泰影视频道,http://111.17.214.4:1935/live/xtys/playlist.m3u8
新泰影视频道,http://live.xtgdw.cn:1935/live/xtys/playlist.m3u8
新昌休闲影视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
西安文化影视,http://stream2.xiancity.cn/xatv4/sd/live.m3u8
隆化影视频道,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
东方影视,http://140.207.241.3:8080/live/program/live/dsjpdhd/4000000/mnf.m3u8
吉林影视,http://stream1.jlntv.cn/yspd/sd/live.m3u8
浙江影视台,http://hw-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8
绍兴影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
河北影视,http://live6.plus.hebtv.com/hbysx/hd/live.m3u8
辽宁影视剧,http://42.176.185.28:9901/tsfile/live/1012_1.m3u8
未知影视,http://39.135.138.58:18890/TVOD/88888888/224/3221225716/index.m3u8
西安影视,http://stream2.xiancity.cn/xatv4/sd/live.m3u8#http://121.31.30.90:8085/ysten-business/live/hdbeijingstv/1.m3u8
高青影视,https://jsylivealone302.iqilu.com/gaoqing/gaoqing_tv02.m3u8
莱山影视,https://jsylivealone302.iqilu.com/laishan/laishan_tv02.m3u8
济阳影视,https://jsylivealone302.iqilu.com/live/jiyang_tv02.m3u8
任城影视娱乐,https://jsylivealone302.iqilu.com/rencheng/rencheng_tv02.m3u8
西安影视,http://111.20.33.70/PLTV/88888893/224/3221226369/index.m3u8
溧水影视,https://live.lsrmw.cn/ysyl/sd/live.m3u8
东至影视,http://223.247.33.124:1935/live/yingshi/HasBahCa.m3u8
隆化影视,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/HasBahCa.m3u8
石河子影视文体,http://124.88.144.73:1935/live/jjsh/HasBahCa.m3u8
武强影视,http://hbwq.chinashadt.com:2035/live/stream:wqys.stream/HasBahCa.m3u8
广东影视,http://py.fatcat.icu:8880/hls/9/index.m3u8
北京影视,http://111.6.126.218:80/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s4/index.m3u8?$超清1080P
广东影视,http://183.63.15.42:9901/tsfile/live/1007_1.m3u8#http://183.11.239.32:808/hls/8/index.m3u8
东方影视,http://111.40.196.28/PLTV/88888888/224/3221225615/index.m3u8?$移动高清720P#http://117.148.179.166:80/PLTV/88888888/224/3221231639/index.m3u8?$咪咕移动1080P
山西影视,http://liveflash.sxrtv.com:80/live/sxfilm.m3u8?$全网高清720P#http://liveflash.sxrtv.com:80/live/sxfilm.flv?$全网高清720P
昆明影视综艺,http://wshls.live.migucloud.com/live/KYLNJWFD_C0_2/playlist.m3u8?token=006f3811c18fb70b91442573728aa10e
墨龙江影视,http://39.134.65.181/PLTV/88888888/224/3221225973/1.m3u8
江苏影视,https://litchiapp-hls.jstv.com/lizhiapp/jsys.m3u8
江西四套影视,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv4.m3u8#http://39.134.115.163:8080/PLTV/88888888/224/3221225579/index.m3u8?fmt=ts2hls
云南影视,https://hwapi.yunshicloud.com/62hdvf/utrat7.m3u8?tk=3ea2490de3fb10f9937aad28daaed3d5&t=NaN
河北影视剧,https://event.pull.hebtv.com/jishi/yingshijupindao.m3u8
济阳影视,https://jsylivealone302.iqilu.com/live/jiyang_tv02.m3u8#rtmp://jsylivealone.iqilu.com/live/jiyang_tv02
上海影视,http://58.34.204.67:9901/tsfile/live/1016_1.m3u8
哈尔滨影视,http://39.134.65.181/PLTV/88888888/224/3221225700/1.m3u8
罗庄影视,https://jsylivealone302.iqilu.com/live/luozhuang_tv02.m3u8
昆明影视,http://wshls.live.migucloud.com/live/KYLNJWFD_C0/playlist.m3u8

堆堆,#genre#
埋堆堆1,http://txtest-xp2p.p2p.huya.com/src/1199561277675-1199561277675-5434860597135015936-2399122678806-10057-A-0-1.xs
埋堆堆2,http://txtest-xp2p.p2p.huya.com/src/1199563477578-1199563477578-5444309108574388224-2399127078612-10057-A-0-1.xs
埋堆堆3,http://txtest-xp2p.p2p.huya.com/src/1199561226091-1199561226091-5434639045542019072-2399122575638-10057-A-0-1.xs
埋堆堆4,http://txtest-xp2p.p2p.huya.com/src/1199563478941-1199563478941-5444314962614812672-2399127081338-10057-A-0-1.xs
埋堆堆10,http://txtest-xp2p.p2p.huya.com/src/1199563479466-1199563479466-5444317217472643072-2399127082388-10057-A-0-1.xs
埋堆堆11,http://txtest-xp2p.p2p.huya.com/src/1199561179151-1199561179151-5434437439777144832-2399122481758-10057-A-0-1.xs
埋堆堆12,http://txtest-xp2p.p2p.huya.com/src/1199561223711-1199561223711-5434628823519854592-2399122570878-10057-A-0-1.xs
埋堆堆16,http://txtest-xp2p.p2p.huya.com/src/1199564003640-1199564003640-5446568527660056576-2399128130736-10057-A-0-1.xs
埋堆堆23,http://txtest-xp2p.p2p.huya.com/src/1199563493375-1199563493375-5444376956172763136-2399127110206-10057-A-0-1.xs
埋堆堆24,http://txtest-xp2p.p2p.huya.com/src/1199561181026-1199561181026-5434445492840824832-2399122485508-10057-A-0-1.xs
埋堆堆25,http://txtest-xp2p.p2p.huya.com/src/1199561158071-1199561158071-5434346901866545152-2399122439598-10057-A-0-1.xs
埋堆堆26,http://txtest-xp2p.p2p.huya.com/src/1199561182641-1199561182641-5434452429213007872-2399122488738-10057-A-0-1.xs
埋堆堆27,http://txtest-xp2p.p2p.huya.com/src/1199561177177-1199561177177-5434428961511702528-2399122477810-10057-A-0-1.xs
埋堆堆28,http://txtest-xp2p.p2p.huya.com/src/1199561462555-1199561462555-5435654650688700416-2399123048566-10057-A-0-1.xs
埋堆堆29,http://txtest-xp2p.p2p.huya.com/src/1199563479615-1199563479615-5444317857422770176-2399127082686-10057-A-0-1.xs
埋堆堆30,http://txtest-xp2p.p2p.huya.com/src/1199561277686-1199561277686-5434860644379656192-2399122678828-10057-A-0-1.xs
埋堆堆31,http://txtest-xp2p.p2p.huya.com/src/1199561391895-1199561391895-5435351168299565056-2399122907246-10057-A-0-1.xs
埋堆堆32,http://txtest-xp2p.p2p.huya.com/src/1199563491137-1199563491137-5444367344035954688-2399127105730-10057-A-0-1.xs
埋堆堆34,http://txtest-xp2p.p2p.huya.com/src/1199561176240-1199561176240-5434424937127346176-2399122475936-10057-A-0-1.xs
埋堆堆41,http://txtest-xp2p.p2p.huya.com/src/1199561240999-1199561240999-5434703074914467840-2399122605454-10057-A-0-1.xs
埋堆堆42,http://txtest-xp2p.p2p.huya.com/src/1199561276760-1199561276760-5434856667239940096-2399122676976-10057-A-0-1.xs
埋堆堆44,http://txtest-xp2p.p2p.huya.com/src/1199561241049-1199561241049-5434703289662832640-2399122605554-10057-A-0-1.xs
埋堆堆47,http://txtest-xp2p.p2p.huya.com/src/1199561244004-1199561244004-5434715981291192320-2399122611464-10057-A-0-1.xs
埋堆堆49,http://txtest-xp2p.p2p.huya.com/src/1199563481280-1199563481280-5444325008543318016-2399127086016-10057-A-0-1.xs
埋堆堆54,http://txtest-xp2p.p2p.huya.com/src/1199563478867-1199563478867-5444314644787232768-2399127081190-10057-A-0-1.xs
埋堆堆56,http://txtest-xp2p.p2p.huya.com/src/1199561241049-1199561241049-5434703289662832640-2399122605554-10057-A-0-1.xs
埋堆堆58,http://txtest-xp2p.p2p.huya.com/src/1199563486009-1199563486009-5444345319443660800-2399127095474-10057-A-0-1.xs
埋堆堆59,http://txtest-xp2p.p2p.huya.com/src/1199561463578-1199561463578-5435659044440244224-2399123050612-10057-A-0-1.xs
埋堆堆60,http://txtest-xp2p.p2p.huya.com/src/1199564062365-1199564062365-5446820749614514176-2399128248186-10057-A-0-1.xs
埋堆堆61,http://txtest-xp2p.p2p.huya.com/src/1199561153167-1199561153167-5434325839346925568-2399122429790-10057-A-0-1.xs
埋堆堆63,http://txtest-xp2p.p2p.huya.com/src/1199561182641-1199561182641-5434452429213007872-2399122488738-10057-A-0-1.xs
埋堆堆64,http://txtest-xp2p.p2p.huya.com/src/1199561177177-1199561177177-5434428961511702528-2399122477810-10057-A-0-1.xs
埋堆堆65,http://txtest-xp2p.p2p.huya.com/src/1199563564801-1199563564801-5444683728506847232-2399127253058-10057-A-0-1.xs
埋堆堆66,http://txtest-xp2p.p2p.huya.com/src/1199563488528-1199563488528-5444356138466279424-2399127100512-10057-A-0-1.xs
埋堆堆67,http://txtest-xp2p.p2p.huya.com/src/1199561181026-1199561181026-5434445492840824832-2399122485508-10057-A-0-1.xs
埋堆堆68,http://txtest-xp2p.p2p.huya.com/src/1199561158071-1199561158071-5434346901866545152-2399122439598-10057-A-0-1.xs

台湾,#genre#
BBC World News,mitv://fccs.word-tv.com:9906/6257e7ef0003fddd0e0c1b89963d6947
CNN Internationa,mitv://fccs.word-tv.com:9906/62582a520008e9c70f0f6f8479cb96d1
民視 HD,mitv://fccs.word-tv.com:9906/62582da100098ec20f1c5c4698b437cf
人間衛視 ,mitv://fccs.word-tv.com:9906/62582fff0009dab60f259b89f7464d63
台視HD,mitv://fccs.word-tv.com:9906/6257e8850006de950e0e6636ac2abe87
大愛 ,mitv://fccs.word-tv.com:9906/6257e958000647f20e119e47becddbf1
中視HD ,mitv://fccs.word-tv.com:9906/6257e968000a66d90e11ddd52825327a
霹靂台灣台 ,mitv://fccs.word-tv.com:9906/625835a900047b550f3bba39e271ea6f
華視HD,mitv://fccs.word-tv.com:9906/6257e98b000307180e1264aad3095adb
公視,mitv://fccs.word-tv.com:9906/6257e9950008c4a20e128d3209b54839
公視台語台,mitv://fccs.word-tv.com:9906/6257e9a400000c300e12c58f9b595b1e
好消息,mitv://fccs.word-tv.com:9906/62584be3000a4ec30f928e473488ad44
原民台 ,mitv://fccs.word-tv.com:9906/6257e9ca0002ec200e135abbe97ac8ab
客家電視台 ,mitv://fccs.word-tv.com:9906/6257e9d70000ce760e138cf889fb92c2
國家地理國際頻道,mitv://fccs.word-tv.com:9906/62541d810002b7c00981a33911a2eb57
探索頻道,mitv://fccs.word-tv.com:9906/62541db9000483b809827e6fdf85c22c
TLC旅遊 ,mitv://fccs.word-tv.com:9906/62584cd60007230e0f9642af98aa2879
動物星球,mitv://fccs.word-tv.com:9906/62541d9c0009282c09820e57f2a59d11
Boomerang,mitv://fccs.word-tv.com:9906/62584d670009313f0f98799e2354015b
CN卡通 ,mitv://fccs.word-tv.com:9906/62584e2d00015cde0f9b7d0de69c85e4
MOMO親子台 ,mitv://fccs.word-tv.com:9906/62584e6b000b41810f9c71c51bf958ec
東森幼幼台,mitv://fccs.word-tv.com:9906/62584f92000033490fa0ef49c819efa3
緯來綜合 ,mitv://fccs.word-tv.com:9906/62584fd10006d72b0fa1e71495ef5024
八大第一 ,mitv://fccs.word-tv.com:9906/6258517d000953940fa86f978caa56ae
八大綜合 ,mitv://fccs.word-tv.com:9906/625851bd000e8a2d0fa96aec6397d1ea
三立台湾,mitv://fccs.word-tv.com:9906/625851fa000d44170faa58e136d727dc
三立都會,mitv://fccs.word-tv.com:9906/62585240000566d20fab684d64808ca0
衛視中文台 ,mitv://fccs.word-tv.com:9906/625853fa000f1f080fb2295a047a36dc
東森綜合 ,mitv://fccs.word-tv.com:9906/6258543f000be6350fb3360fed87de8b
東森超視,mitv://fccs.word-tv.com:9906/625854810005f8350fb4365bf7cd8f4e
Eleven Sports 1,mitv://fccs.word-tv.com:9906/625854d4000964b10fb57b7382610c8d
Eleven Sports 2 ,mitv://fccs.word-tv.com:9906/6258550f0001c6880fb65ff87e0ebc13
中天綜合 ,mitv://fccs.word-tv.com:9906/62585815000447950fc2300ce37be3da
東風衛視,mitv://fccs.word-tv.com:9906/6258585d0007329c0fc34a0b3c4be606
年代MUCH,mitv://fccs.word-tv.com:9906/625858aa000f2ee50fc478de23b3e0dd
中天娛樂,mitv://fccs.word-tv.com:9906/62585ecd000adfc10fdc707c21a26424
東森戲劇,mitv://fccs.word-tv.com:9906/625420c30002ef15098e5d177b7f38b1
八大戲劇,mitv://fccs.word-tv.com:9906/6258594f0004c9c40fc6fabdb0e81edf
TVBS歡樂台,mitv://fccs.word-tv.com:9906/62585f330007fbe70fddfe2f12feb8b6
緯來戲劇 ,mitv://fccs.word-tv.com:9906/62585f76000e7ba90fdf0591eb84257b
高點綜合 ,mitv://fccs.word-tv.com:9906/62585fb8000970600fe0061669e3aba4
JET 綜合台 ,mitv://fccs.word-tv.com:9906/625860030000abdc0fe128cf548f1def
ETtoday綜合台,mitv://fccs.word-tv.com:9906/6258604e000c87130fe250d0bb957895
寰宇新聞,mitv://fccs.word-tv.com:9906/6257feca0002d9980e6562b6716c1c5a
寰宇新聞台灣台,mitv://fccs.word-tv.com:9906/6258370a000e53840f411fa6b1f19ad7
壹新聞,mitv://fccs.word-tv.com:9906/62541b7c0007f8c30979c109c2ede6a3
年代新聞,mitv://fccs.word-tv.com:9906/62540c45000225da093e50b45b457d41
東森新聞,mitv://fccs.word-tv.com:9906/62540c77000699df093f1528c8c4d48a
中天新聞,mitv://fccs.word-tv.com:9906/625af85e0000d79c001149459e0c9b4f
民視新聞,mitv://fccs.word-tv.com:9906/625411d700086db70954149f159813c6
三立新聞,mitv://fccs.word-tv.com:9906/625411f9000c761609549a782b245a4c
TVBS新聞,mitv://fccs.word-tv.com:9906/6254121e00022e5c0955285ee55f9ec4
TVBS HD,mitv://fccs.word-tv.com:9906/62541264000b8c2809563c340355f46f
東森財經,mitv://fccs.word-tv.com:9906/6254128d000e830c0956dd1ea31d7f59
非凡新聞台,mitv://fccs.word-tv.com:9906/6257f613000f40140e435b0b41c847c0
非凡商業,mitv://fccs.word-tv.com:9906/626911890006d792031b822fdf86a38a
三立財經,mitv://fccs.word-tv.com:9906/62614b9c0008ec3518c675877b79b6ea
衛視電影台,mitv://fccs.word-tv.com:9906/6256bd0a000359ee097c8cd7ea2af582
龍祥電影台,mitv://fccs.word-tv.com:9906/62619be5000cf11a1a0013b604555db1
東森電影,mitv://fccs.word-tv.com:9906/62541ccb0008d232097eddd9e4082c99
緯來電影 ,mitv://fccs.word-tv.com:9906/625b8f93000ccb45025ff35db29f96fd
HBO HD,mitv://fccs.word-tv.com:9906/6268100d000c1b5d19322ef22ed23efc
東森洋片,mitv://fccs.word-tv.com:9906/62541d6200021780098129f8ea5d0f93
AXN,mitv://fccs.word-tv.com:9906/6258d52d000490df11aad5dfc8e0641c
好萊塢電影,mitv://fccs.word-tv.com:9906/6256bd25000a0a02097cf805932004af
STAR MOVIES,mitv://fccs.word-tv.com:9906/6258d58f000430fa11ac54962a5c2d42
CINEMAX ,mitv://fccs.word-tv.com:9906/6258d81f000a40aa11b658a3fe101246
緯來育樂,mitv://fccs.word-tv.com:9906/6256bd41000a7a7c097d6582fe044cc4
緯來體育,mitv://fccs.word-tv.com:9906/62541bbd000ba7f6097abfe357f9c565
MOMO綜合台,mitv://fccs.word-tv.com:9906/62580818000c773d0e89bddcd1b0c221
緯來日本,mitv://fccs.word-tv.com:9906/62637c010003ce15074fddf26f0135da
國興衛視,mitv://fccs.word-tv.com:9906/6258dc9e0003580511c7e6f78e3b1759
中天亞洲,mitv://fccs.word-tv.com:9906/626610e20008d9cf11656e24ac45db0e
STAR Word,mitv://fccs.word-tv.com:9906/6258dcea0002765e11c90f9d2d7fac5d
HBO HITS,mitv://fccs.word-tv.com:9906/6258e224000020c111dd7994321ef7ec
HBO家庭,mitv://fccs.word-tv.com:9906/6258e2990005537411df43f0702258cf
HBO原创,mitv://fccs.word-tv.com:9906/6259b8f1000b9a0015248d4cabbe753c
狼谷娛樂,mitv://fccs.word-tv.com:9906/6258f82b00089b8f12338718bf84237d
MTV,mitv://fccs.word-tv.com:9906/6258e40a000dc72411e4e7829de2c8b5
八大娛樂,mitv://fccs.word-tv.com:9906/6258e45a000845a611e61e9a50bc5e3e
Z頻道,mitv://fccs.word-tv.com:9906/6258e492000691dc11e6f8eac01761d4
生命電視臺,mitv://fccs.word-tv.com:9906/6258e612000a9c7511ecd5f381cd413f
時尚瘋高清頻道,mitv://fccs.word-tv.com:9906/6258e626000f104a11ed2537d42ef8a8
華藏衛星電視臺,mitv://fccs.word-tv.com:9906/6258e84a000a4dcb11f5809f32a54f53
全大,mitv://fccs.word-tv.com:9906/62614c730008668f18c9bd3d40261639
信大,mitv://fccs.word-tv.com:9906/62614ca00005778f18ca6c44cdea2031
信吉,mitv://fccs.word-tv.com:9906/6258e362000ea49c11e2577b5ee3ce53
國家地理野生頻道,mitv://fccs.word-tv.com:9906/6258eb6f0008bb551201c8c015a4226c
Discovery Asia,mitv://fccs.word-tv.com:9906/6258ebd80002c54f12036161f9ac3eb0
探索動力,mitv://fccs.word-tv.com:9906/6258ec18000964b412045d13a4eb316e
探索科學高清頻道,mitv://fccs.word-tv.com:9906/6258ebf3000576221203cb8904668102
EVE健康,mitv://fccs.word-tv.com:9906/6258ec270004be301204967a3d33f14a
EYE TV旅遊台,mitv://fccs.word-tv.com:9906/62595e910009221e13c385aa08f4d222
亞洲旅遊台,mitv://fccs.word-tv.com:9906/62595eed0008772713c4ecde7515ec18
愛爾達綜合,mitv://fccs.word-tv.com:9906/62595f88000e134a13c74bc62a907482
愛爾達影劇台,mitv://fccs.word-tv.com:9906/62595fe00007a82a13c8a1e18c1171c7
EYE TV戲劇台　,mitv://fccs.word-tv.com:9906/625960940003b62a13cb5fff85627bd1
愛爾達體育1台,mitv://fccs.word-tv.com:9906/62596cd0000349b813fb2a4367d31141
愛爾達體育2台,mitv://fccs.word-tv.com:9906/62596cee000e512213fba2460c39ef10
愛爾達體育3台,mitv://fccs.word-tv.com:9906/62596d0a0009c5b313fc0e7cd12205f2
博斯高球一台,mitv://fccs.word-tv.com:9906/62596d9e000e5b6c13fe51c8c1ca116c
博斯高球二台,mitv://fccs.word-tv.com:9906/6259b7ea000cad1415208a3ab972be5a
博斯運動一台,mitv://fccs.word-tv.com:9906/6260e5500006db331736dc200a9d70bc
博斯運動二台,mitv://fccs.word-tv.com:9906/6261364f000a426f187341173b92f79b
博斯魅力網,mitv://fccs.word-tv.com:9906/6260e5df0005c49317390a70b64c7b9b
博斯網球台,mitv://fccs.word-tv.com:9906/6259b8080009f08a1520feb706074e92
星衛娛樂台,mitv://fccs.word-tv.com:9906/6259b4eb0005f6251514d46a93c04eb3
TVBS精采台,mitv://fccs.word-tv.com:9906/6259b507000647d0151541dfdfa4429f
DreamWorks,mitv://fccs.word-tv.com:9906/6259b527000085d61515bd669d7ec89a
medici-arts,mitv://fccs.word-tv.com:9906/6260e56600092796173732a63095dc7a
