全部频道,#genre#
重庆卫视,http://qxlmlive.cbg.cn:1935/app_2/ls_67.stream/chunklist.m3u8#http://183.207.248.71/cntv/live1/HD-8000k-1080P-chongqingstv/HD-8000k-1080P-chongqingstv#rtsp://183.252.166.199/PLTV/88888888/224/3221226753/45949735.smil#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226202/1.m3u8#http://223.110.242.133:6610/gitv/live1/G_CHONGQING-CQ/G_CHONGQING-CQ/
天津卫视,http://223.110.242.133:6610/gitv/live1/G_TIANJIN-CQ/G_TIANJIN-CQ/#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226204/1.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225698/index.m3u8#http://117.148.179.146:80/PLTV/88888888/224/3221228905/index.m3u8
新疆卫视,http://111.0.27.21/livehyw6.chinamcache.com/hyw/zb01.m3u8
浙江卫视,http://117.148.179.140:80/PLTV/88888888/224/3221229352/index.m3u8#http://111.40.196.25/PLTV/88888888/224/3221225523/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225798/1.m3u8#http://111.63.77.77:80/gitv_live/G_ZHEJIANG-MD/G_ZHEJIANG-MD.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226040/10000100000000060000000002296881_0.smil
福建卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226121/10000100000000060000000002358085_0.smil#http://coocaa-ynbit-ws.ifengli.com:2386/live/fjws-hd/1.m3u8#http://39.135.32.29:6610/000000001000/1000000002000009263/1.m3u8?
海峡卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226128/10000100000000060000000002434539_0.smil
厦门卫视,http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221226996/index.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226124/10000100000000060000000002358105_0.smil
湖南卫视,http://coocaa-ynbit-ws.ifengli.com:2386/live/hnws-hd/1.m3u8#http://111.63.77.77:80/gitv_live/G_HUNAN-MD/G_HUNAN-MD.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226082/10000100000000060000000002296924_0.smil#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225799/1.m3u8#http://223.110.242.133:6610/gitv/live1/G_HUNAN-CQ/G_HUNAN-CQ/#http://117.148.179.172:80/PLTV/88888888/224/3221231729/index.m3u8
江苏卫视,http://39.135.32.28:6610/000000001000/1000000001000004684/1.m3u8?#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225800/1.m3u8#http://111.40.196.31/PLTV/88888888/224/3221225515/index.m3u8#http://117.148.179.175:80/PLTV/88888888/224/3221231447/index.m3u8#rtsp://183.252.176.54/PLTV/88888888/224/3221226038/10000100000000060000000002296879_0.smil#http://223.110.242.133:6610/gitv/live1/G_JIANGSU-CQ/G_JIANGSU-CQ/
江西卫视,http://111.40.196.30/PLTV/88888888/224/3221225560/index.m3u8#http://39.135.140.227:6610/PLTV/88888888/224/3221225492/2/index.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226687/42186801.smil#http://coocaa-ynbit-ws.ifengli.com:2386/live/jxws-hd/1.m3u8#http://111.63.77.77:80/gitv_live/G_JIANGXI-CQ/G_JIANGXI-CQ.m3u8
青海卫视,http://live.geermurmt.com/qhws/sd/live.m3u8
云南卫视,http://39.130.202.62:6610/gitv_live/G_YUNNAN-HD/G_YUNNAN-HD.m3u8#https://hwapi.yunshicloud.com/8xughf/e0bx15.m3u8
贵州卫视,rtsp://183.252.166.199:554/PLTV/88888888/224/3221226126/10000100000000060000000002434541_0.smil#http://111.63.77.77:80/gitv_live/G_GUIZHOU-HQ/G_GUIZHOU-HQ.m3u8
四川卫视,rtsp://183.252.166.199/PLTV/88888888/224/3221226806/45949301.smil#http://111.63.77.77:80/gitv_live/G_SICHUAN-HQ/G_SICHUAN-HQ.m3u8
康巴卫视,http://scgctvshow.sctv.com/hdlive/kangba/1.m3u8
安徽卫视,http://223.110.242.133:6610/gitv/live1/G_ANHUI-CQ/G_ANHUI-CQ/#http://live1.ahwanyun.cn/wylive/07db2e13-9129-4a79-a059-92d7b400ddf3.m3u8#http://39.135.140.227:6610/PLTV/88888888/224/3221225691/2/index.m3u8#http://117.148.179.177:80/PLTV/88888888/224/3221230215/1.m3u8#http://zbbf2.ahtv.cn/live/749.m3u8#http://111.40.196.25/PLTV/88888888/224/3221225551/index.m3u8
山东卫视,http://coocaa-ynbit-ws.ifengli.com:2386/live/sdws-hd/1.m3u8#http://111.40.196.36/PLTV/88888888/224/3221225545/index.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226090/10000100000000060000000002296928_0.smil#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226209/1.m3u8#http://223.110.242.133:6610/gitv/live1/G_SHANDONG-CQ/G_SHANDONG-CQ/
山西卫视,http://liveflash.sxrtv.com:80/live/sxwshd.m3u8#http://player.521fanli.cn/1691/0/tide/tidem3u8.php?id=shanxihd#http://httpdvb.slave.yqdtv.com:13164/playurl?playtype=live&protocol=http&playtoken=31603YEQXREOPEG10&auth=no&verifycode=14183&accesstoken=G79E6023V21307D1TD05FABJB53102ABM786710FEI3282697DK98BDA6&programid=4200000133
甘肃卫视,http://39.134.39.38/PLTV/88888888/224/3221226240/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225754/1.m3u8
广东卫视,rtsp://183.252.166.199/PLTV/88888888/224/3221226089/10000100000000060000000002296927_0.smil#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225803/1.m3u8#http://coocaa-ynbit-ws.ifengli.com:2386/live/gdws-hd/1.m3u8#http://223.110.242.133:6610/gitv/live1/G_GUANGDONG-CQ/G_GUANGDONG-CQ/#http://117.148.179.141:80/PLTV/88888888/224/3221231891/1.m3u8
广西卫视,https://live-cdn.gxxw.com/tv/gxtvlive/index.m3u8
深圳卫视,http://coocaa-ynbit-ws.ifengli.com:2386/live/szws-hd/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225700/index.m3u8#http://111.63.77.77:80/gitv_live/G_SHENZHEN-MD/G_SHENZHEN-MD.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225801/1.m3u8
湖北卫视,http://39.135.32.28:6610/000000001000/6956052407855047826/1.m3u8?#http://111.40.196.27/PLTV/88888888/224/3221225654/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226206/1.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226091/10000100000000060000000002296929_0.smil
河北卫视,http://live2.plus.hebtv.com/hbwsx/hd/live.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226111/10000100000000060000000002310153_0.smil#http://223.110.242.133:6610/gitv/live1/G_HEBEI-CQ/G_HEBEI-CQ/
河南卫视,http://219.150.217.47:6610/PLTV2/2780/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT#rtsp://183.252.166.199/PLTV/88888888/224/3221226076/10000100000000060000000002296917_0.smil#http://111.63.77.77:80/gitv_live/G_HENAN-CQ/G_HENAN-CQ.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225767/1.m3u8
辽宁卫视,http://coocaa-ynbit-ws.ifengli.com:2386/live/lnws-hd/1.m3u8#http://39.135.32.28:6610/000000001000/1000000002000024033/1.m3u8?#http://111.40.196.34/PLTV/88888888/224/3221225593/index.m3u8#http://223.110.242.133:6610/gitv/live1/G_LIAONING-CQ/G_LIAONING-CQ/#http://117.148.179.152:80/PLTV/88888888/224/3221231802/1.m3u8
吉林卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226792/48616745.smil#http://coocaa-ynbit-ws.ifengli.com:2386/live/jlws-hd/1.m3u8#http://223.110.242.133:6610/gitv/live1/G_JILIN-CQ/G_JILIN-CQ/
黑龙江卫视,http://111.40.196.38/PLTV/88888888/224/3221225544/index.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226087/10000100000000060000000002296926_0.smil#http://coocaa-ynbit-ws.ifengli.com:2386/live/hljws-hd/1.m3u8#http://117.148.179.141:80/PLTV/88888888/224/3221231967/1.m3u8
海南卫视,rtsp://183.252.166.199:554/PLTV/88888888/224/3221226048/10000100000000060000000002296889_0.smil#http://111.63.77.77:80/gitv_live/G_HAINAN-HQ/G_HAINAN-HQ.m3u8
兵团卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/playlist.m3u8
宁夏卫视,http://39.134.93.229:6610/000000001000/nxweishi/1.m3u8?IASHttpSessionId=#https://hhylive.ningxiahuangheyun.com/live/nxws1M.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225748/1.m3u8
陕西卫视,http://39.134.19.6/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225821/1.m3u8#http://129.226.107.32:80/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225498/index.m3u8
南方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226218/1.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226788/48356344.smil#http://183.207.248.71/gitv/live1/G_NANFANG/G_NANFANG
三沙卫视,http://pull2.ssws.tv/live/SswsTV20210803.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226819/57526516.smil

港澳频道,#genre#
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
澳亚卫视,http://live.mastvnet.com:800/4rlff1m/1024/live.m3u8
星空卫视,http://%6c%69%76%65%2e%73%63%75%65%63%2e%65%64%75%2e%63%6e:%38%30%38%30/%68%6c%73/%73%74%61%72%74%76%2e%6d%33%75%38#http://iptv.tvfix.org:80/hls/startv.m3u8#http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=233&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
星空体育,http://%6c%69%76%65%2e%73%63%75%65%63%2e%65%64%75%2e%63%6e:%38%30%38%30/%68%6c%73/%73%74%61%72%73%70%6f%72%74%73%2e%6d%33%75%38#http://iptv.tvfix.org:80/hls/starsports.m3u8
星空音乐,http://%6c%69%76%65%2e%73%63%75%65%63%2e%65%64%75%2e%63%6e:%38%30%38%30/%68%6c%73/%63%68%61%6e%6e%65%6c%76%2e%6d%33%75%38#http://iptv.tvfix.org/hls/channelv.m3u8
澳视澳门,http://103.233.191.133:1935/ch1/ch1.live/playlist.m3u8#http://61.244.22.4/ch1/ch1.live/playelist.m3u8
澳视葡文,http://61.244.22.4/ch2/ch2.live/playelist.m3u8
澳门资讯,http://61.244.22.5/ch5/info_ch5.live/chunklist_w105010641.m3u8#http://103.233.191.133:1935/ch5/info_ch5.live/playlist.m3u8
澳门卫星,http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳门综艺,http://103.233.191.133:1935/ch6/hd_ch6.live/playlist.m3u8
澳门体育,http://103.233.191.132:1935/ch4/sport_ch4.live/playlist.m3u8

数字网络,#genre#
CGTN·国际频道,http://live.cgtn.com/1000/prog_index.m3u8#http://39.130.202.80:6610/gitv_live/G_CGTN-HD/G_CGTN-HD.m3u8
CGTN·记录频道,http://39.130.202.77:6610/gitv_live/G_CGTVJL-HD/G_CGTVJL-HD.m3u8#https://livedoc.cgtn.com/1000d/prog_index.m3u8#http://%69%70%74%76%2e%74%76%66%69%78%2e%6f%72%67/%68%6c%73/%63%67%74%6e%68%64%2e%6d%33%75%38
CGTN·俄语频道,http://39.135.129.166:80/PLTV/88888888/224/3221226772/1.m3u8#http://39.135.129.166:80/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227096/index.m3u8
CGTN·法语频道,http://39.135.129.164:80/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227148/index.m3u8#http://39.135.129.164:80/PLTV/88888888/224/3221226727/1.m3u8
环球旅游,http://117.148.179.154/PLTV/88888888/224/3221231712/index.m3u8
教育一台,http://39.135.140.227:6610/PLTV/88888888/224/3221225917/2/index.m3u8?fmt=ts2hls#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/zgjy1ott/2300000/mnf.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231714/index.m3u8#http://live.gq.miguvideo.com:8080/wd_r3/cctv/cetv1hd/3000/index.m3u8?&encrypt=1
CCTV·世界地理,http://42.176.185.28:9901/tsfile/live/1037_1.m3u8#http://117.148.179.142/PLTV/88888888/224/3221231537/index.m3u8
CCTV·怀旧剧场,http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000571&playtoken=ABCDEFGH&auth=no#http://117.148.179.159/PLTV/88888888/224/3221231544/index.m3u8
CCTV·第一剧场,http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000569&playtoken=ABCDEFGH&auth=no#http://117.148.179.173/PLTV/88888888/224/3221231540/index.m3u8
CCTV·风云剧场,http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000570&playtoken=ABCDEFGH&auth=no#http://42.176.185.28:9901/tsfile/live/1030_1.m3u8
CCTV·高夫网球,http://ott.js.chinamobile.com/TVOD/3/224/3221228138/index.m3u8#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000574&playtoken=ABCDEFGH&auth=no
CCTV·新科动漫,http://cctvtxyh5ca.liveplay.myqcloud.com/live/xinkedongman_2/index.m3u8
CCTV·国际欧洲,http://39.135.129.162/PLTV/88888888/224/3221226731/1.m3u8#http://39.135.129.162:80/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227093/index.m3u8#http://live.gq.miguvideo.com:8080/migu/kailu/20200324/cctv4ouhd/57/index.m3u8?&encrypt=1
CCTV·国际美洲,http://117.148.179.160/PLTV/88888888/224/3221231654/index.m3u8#http://live.gq.miguvideo.com:8080/migu/kailu/20200324/cctv4meihd/57/index.m3u8?&encrypt=1
中国陶瓷,http://ott.js.chinamobile.com/PLTV/4/224/3221227768/index.m3u8#http://183.207.248.71/gitv/live1/G_TAOCI/G_TAOCI
中华美食,http://39.135.138.58:18890/PLTV/88888888/224/3221225924/index.m3u8#http://183.207.248.71/gitv/live1/G_ZHONGHUAMS/G_ZHONGHUAMS#http://ott.js.chinamobile.com/PLTV/4/224/3221227647/index.m3u8
梨园频道,http://219.150.217.47:6610/PLTV1/840/index.m3u8?icpid=dxrm1&servicetype=1&IASHttpSessionId=OTT
CEC·国际汉语,http://play.cec-tv.com.cn/channel/cec-tv1.m3u8
CEC·国际旅游,http://play.cec-tv.com.cn/channel/cec-tv2.m3u8
CEC·国际频道,http://play.cec-tv.com.cn/channel/cec-tv3.m3u8

影视乐园,#genre#
CHC·高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8#http://39.135.89.3:6610/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://mail.lacool.tk:8086/rtp/239.93.42.5:5140
CHC·动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8#http://39.135.89.3:6610/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.33.93/TVOD/88888893/224/3221226465/index.m3u8
CHC·家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8#http://39.135.89.3:6610/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://%71%77%61%73%2e%65%61%74%75%6f%2e%63%6f%6d:%39%39%30%31/%74%73%66%69%6c%65/%6c%69%76%65/%31%30%32%38%5f%31%2e%6d%33%75%38#http://111.20.33.93/TVOD/88888893/224/3221226462/index.m3u8
成龙电影,http://112.74.200.9:88/tv000000/m3u8.php?/migu/707671890#http://117.148.179.163/PLTV/88888888/224/3221231687/index.m3u8
黑莓电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225769/index.m3u8
动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
百视·影院一,rtsp://183.252.166.199/PLTV/88888888/224/3221226757/45949783.smil
百视·影院二,rtsp://183.252.166.199/PLTV/88888888/224/3221226816/48629572.smil
百视·影院三,rtsp://183.252.166.199/PLTV/88888888/224/3221226748/45950069.smil
百视·电视剧一,rtsp://183.252.166.199/PLTV/88888888/224/3221226761/45973212.smil
百视·电视剧二,rtsp://183.252.166.199/PLTV/88888888/224/3221226022/10000100000000060000000002296864_0.smil
百视·电视剧三,rtsp://183.252.166.199/PLTV/88888888/224/3221226752/45973624.smil
张国荣电影,http://117.148.179.177/PLTV/88888888/224/3221231790/index.m3u8#http://112.74.200.9:88/tv000000/m3u8.php?/migu/707689526
周星驰电影,http://112.74.200.9:88/tv000000/m3u8.php?/migu/623338112#http://117.148.179.153/PLTV/88888888/224/3221231562/index.m3u8
周润发电影,http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8#http://112.74.200.9:88/tv000000/m3u8.php?/migu/639526984

北京地方,#genre#
清华大学,https://live.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8
新华中文,http://39.135.138.59:18890/PLTV/88888910/224/3221225694/index.m3u8#https://source07.v.news.cn/live/CNC_CN/playlist.m3u8
新华英文,https://source07.v.news.cn/live/CNC_EN/playlist.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225693/index.m3u8
北京影视,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s4/index.m3u8
北京文艺,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s2/index.m3u8
北京科教,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s3/index.m3u8
北京财经,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s5/index.m3u8
北京生活,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s7/index.m3u8
北京青年,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s8/index.m3u8
北京新闻,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s9/index.m3u8
北京东奥,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225676/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226232/index.m3u8#http://223.110.243.215/PLTV/3/224/3221227699/index.m3u8#http://223.110.236.24/ott.js.chinamobile.com/PLTV/3/224/3221227711/index.m3u8
卡酷少儿,http://39.135.138.58:18890/PLTV/88888888/224/3221225677/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225743/1.m3u8

上海地方,#genre#
上海综合,http://111.40.196.36/PLTV/88888888/224/3221225499/index.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/xwzhhd/2300000/mnf.m3u8#http://live.gq.miguvideo.com:8080/wd_r4/dfl/xinwenzonghehd/3000/index.m3u8?&encrypt=1
上海影视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dsjpdhd/2300000/mnf.m3u8#http://live.gq.miguvideo.com:8080/wd_r4/dfl/dianshijuhd/3000/index.m3u8?&encrypt=1#http://117.148.179.166:80/PLTV/88888888/224/3221231639/index.m3u8
上海纪实,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226230/index.m3u8#http://183.207.248.71/cntv/live1/HD-8000k-1080P-shanghaijishi/HD-8000k-1080P-shanghaijishi#http://39.134.65.162/PLTV/88888888/224/3221225673/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8#http://39.135.32.29:6610/000000001000/1000000001000016545/1.m3u8?IASHttpSessionId=OTT
上海外语,http://39.134.39.29/PLTV/88888888/224/3221226201/index.m3u8#http://111.40.196.9:80/PLTV/88888888/224/3221225489/index.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/wypdhd/2300000/mnf.m3u8
上海都市,http://111.40.196.37/PLTV/88888888/224/3221225613/index.m3u8#http://live.gq.miguvideo.com:8080/wd_r4/dfl/yulehd/3000/index.m3u8?&encrypt=1#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/ylpdhd/2300000/mnf.m3u8#http://117.148.179.165:80/PLTV/88888888/224/3221231618/index.m3u8
五星体育,http://111.40.196.9/PLTV/88888888/224/3221225503/index.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/ssty/2300000/mnf.m3u8
劲爆体育,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jbtyhd/2300000/mnf.m3u8
都市剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226581/index.m3u8#http://183.207.248.71/gitv/live1/G_DUSHIJC/G_DUSHIJC#http://111.20.33.93/TVOD/88888893/224/3221226581/index.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dsjchd/2300000/mnf.m3u8
欢笑剧场,http://39.134.39.38/PLTV/88888888/224/3221226203/index.m3u8#http://183.207.248.71/cntv/live1/HD-15M-2160P-jshuanxiaojc/HD-15M-2160P-jshuanxiaojc#http://111.20.33.93/TVOD/88888893/224/3221226582/index.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hxjchd/2300000/mnf.m3u8
生活时尚,http://117.156.28.119/PLTV/88888888/224/3221225703/index.m3u8#http://223.110.243.208/PLTV/4/224/3221227707/index.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/shsshd/2300000/mnf.m3u8
动漫秀场,http://39.134.39.8/PLTV/88888888/224/3221226197/index.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dmxchd/2300000/mnf.m3u8
哈哈炫动,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hhxdhd/2300000/mnf.m3u8
全纪实,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/qjshd/2300000/mnf.m3u8
新视觉,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226188/1/index.m3u8?fmt=ts2hls#http://125.210.152.18:9090/live/XSJHD.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/xsjhd/2300000/mnf.m3u8
点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8
第一财经,http://39.134.39.38/PLTV/88888888/224/3221226172/index.m3u8
法治天地,http://39.136.18.71/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226199/1/index.m3u8
七彩戏剧,http://111.40.196.32/PLTV/88888888/224/3221225607/index.m3u8
魅力足球,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/mlyyhd/2300000/mnf.m3u8
极速汽车,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226574/1.m3u8#http://39.134.39.8/PLTV/88888888/224/3221226195/index.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jsqchd/2300000/mnf.m3u8

广东地方,#genre#
珠江频道,http://%33%39%2e%31%33%35%2e%33%32%2e%32%39:%36%36%31%30/%30%30%30%30%30%30%30%30%31%30%30%30/%31%30%30%30%30%30%30%30%30%34%30%30%30%30%31%31%36%35%35/%31%2e%6d%33%75%38?#http://218.19.13.243:9901/tsfile/live/1001_1.m3u8
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8
广东影视,http://112.74.200.9:88/tv000000/m3u8.php?/iTouchTV/1199#http://218.19.13.243:9901/tsfile/live/1009_1.m3u8#http://%71%77%61%73%2e%65%61%74%75%6f%2e%63%6f%6d:%39%39%30%31/%74%73%66%69%6c%65/%6c%69%76%65/%31%30%32%33%5f%31%2e%6d%33%75%38#http://183.11.239.36:808/hls/8/index.m3u8#http://112.89.121.22/PLTV/88888973/224/3221225726/10000100000000060000000000334170_0.smil/01.m3u8?fmt=ts2hls,504,01.m3u8,0,2442,0,0&accountinfo=Wti4h1vlszvIgmJ2Rn+JT30YqhIlb959YafU65xwPQuFI6KpBBcFipVQNWSpm9U4cljBwkAKGt2Lq1W8IgjWjgzcX+uhk0/ut3dCvLMCowkfd9IoKdgcJmTBecuaKGXz:20181110091937,END&GuardEncType=2
广东新闻,http://112.74.200.9:88/tv000000/m3u8.php?/iTouchTV/1186#http://%71%77%61%73%2e%65%61%74%75%6f%2e%63%6f%6d:%39%39%30%31/%74%73%66%69%6c%65/%6c%69%76%65/%31%30%30%33%5f%31%2e%6d%33%75%38#http://218.19.13.243:9901/tsfile/live/1002_1.m3u8#http://183.11.239.36:808/hls/2/index.m3u8
广东公共,http://112.74.200.9:88/tv000000/m3u8.php?/iTouchTV/1185#http://%71%77%61%73%2e%65%61%74%75%6f%2e%63%6f%6d:%39%39%30%31/%74%73%66%69%6c%65/%6c%69%76%65/%31%30%30%32%5f%31%2e%6d%33%75%38#http://183.11.239.36:808/hls/3/index.m3u8#http://218.19.13.243:9901/tsfile/live/1003_1.m3u8
岭南戏曲,http://szlive.grtn.cn/lnxq/sd/live.m3u8
广州综合,https://aplay.gztv.com/sec/zhonghe.m3u8
广州影视,https://aplay.gztv.com/sec/yingshi.m3u8
广州新闻,https://aplay.gztv.com/sec/xinwen.m3u8
广州竞赛,https://aplay.gztv.com/sec/jingsai.m3u8
南国都市,http://aplay.gztv.com/sec/shenghuos.m3u8
深圳电视剧,http://ye23.win/iptv/sztv.php?id=3
深圳都市,http://ye23.win/iptv/sztv.php?id=2
深圳娱乐,http://ye23.win/iptv/sztv.php?id=6
深圳生活,http://ye23.win/iptv/sztv.php?id=5
深圳公共,http://ye23.win/iptv/sztv.php?id=4
蛇口综合,http://218.17.99.211:82/hls/d4encs75.m3u8
惠州一台,http://livehuiz.chinamcache.com/live/zb01.m3u8
惠州二台,http://livehuiz.chinamcache.com/live/zb02.m3u8
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8

福建地方,#genre#
福建综合,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226826/47882539.smil
福建影视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226115/10000100000000060000000002358067_0.smil
福建体育,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226127/10000100000000060000000002434540_0.smil
福建新闻,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226116/10000100000000060000000002358068_0.smil
福建经济,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226117/10000100000000060000000002358072_0.smil
福建乡村,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226113/10000100000000060000000002358064_0.smil
福建旅游,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226125/10000100000000060000000002358191_0.smil
福州综合,http://live.zohi.tv/video/s10001-FZTV-1/index.m3u8
福州影视,http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
福州生活,http://live.zohi.tv/video/s10001-shpd-3/index.m3u8
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
龙岩综合,http://live.lytv.net.cn/zhpwd/hd/live.m3u8
